Original ID,ARO Replacement
qnrB11_1_EF653270,ARO:3002725
blaOXY-1-5_5_AY077486,ARO:3002390 
aph(2'')-If_2_AY701528,ARO:3004191
qnrB10_2_HM439644,ARO:3002724
blaLEN10_1_AJ635419,ARO:3002460
qnrB6_1_EF520349,ARO:3002720
qnrB24_1_HM192542,ARO:3002739
blaACT-4_2_AJ311172,ARO:3001829
blaCARB-3_1_S46063,ARO:3002242
blaLEN13_1_AJ635403,ARO:3002463
qnrB49_1_JQ582718,ARO:3002764
blaLEN9_1_AJ635405,ARO:3002459
blaCMY-59_1_NG_048854,ARO:3002069
aac(6')-Ib3_1_X60321,ARO:3002576
qnrB59_1_JX259320,ARO:3002772
qnrB6_2_EF523819,ARO:3002720
qnrB3_1_DQ303920,ARO:3002716
nimJ_1_NZ_JH815495,ARO:3007112
qnrB5_1_DQ303919,ARO:3002719
qnrB23_1_FJ981622,ARO:3002738
qnrB29_1_HM439649,ARO:3002744
qnrB13_1_EU273755,ARO:3002727
sul2_8_AJ877041,ARO:3000412
blaVMB-1_1_MN719868,ARO:3005015
qnrB17_1_JN173051,ARO:3002732
fomB_1_AB016934,ARO:3000449
fosA4_1_AB908992,ARO:3003210
blaB-6_1_AF189302,ARO:3005554
mcr-1.26_1_NG_068217,ARO:3007280
formA_1_X73835,formA
qnrB31_1_HQ418999,ARO:3002746
qnrB41_1_JN166690,ARO:3002756
qnrB14_1_EU273757,ARO:3002728
aac(6')-29a_1_AF263519,ARO:3002583
vat(D)_1_L12033,ARO:3002843
blaACC-4_1_KM087831,ARO:3001818
qnrB58_1_JX259319,ARO:3002771
penA_1_AF515059,ARO:3003938 
qnrB15_1_EU302865,ARO:3002730
EstDL136_1_JN242251,EstDL136
blaCTX-M-131_1_JN969893,ARO:3001990
qnrB20_1_AB379831,ARO:3002735
qnrB57_1_JX259318,ARO:3002770
mcr-3.2_1_NMWW01000143,ARO:3004511
tet(Q)_4_Z21523,ARO:3000191
qnrB22_1_FJ981621,ARO:3002737
blaOXA-85_1_JANA01000064,ARO:3001780
qnrB56_1_JX259317,ARO:3002769
aac(6')-Ib-cr_2_EF636461,ARO:3005113
qnrB53_1_HQ704413,ARO:3002761
ant(3'')-Ia_1_X02340,ARO:3000232
qnrB30_1_HM439650,ARO:3002745
blaCARB-21_1_NG_048724,ARO:3003176
blaOXA-289_1_APRM01000005,ARO:3001744
blaBRO-1_1_Z54180,ARO:3004761
erm(N)_2_MZ015744,ARO:3000592
qnrB16_1_EU136183,ARO:3002731
mcr-3.4_1_FLXA01000011,ARO:3004691
qnrB26_1_HQ386846,ARO:3002741
blaLEN12_1_AJ635406,ARO:3002462
qnrB12_2_AM774474,ARO:3002726
aac(3)-Ia_1_X15852,ARO:3002528
blaCARB-23_1_NG_048726,ARO:3003186
aac(3)-I_1_AJ877225,ARO:3007384
mcr-3.5_1_MF489760,ARO:3004505
qnrB62_1_JX987101,ARO:3002775
mcr-3.3_1_MF495680,ARO:3004662
blaACC-1_2_HG530658,ARO:3001815
aac(6')-29b_1_AF263519,ARO:3002584
sul2_9_FJ197818,ARO:3000412
qnrB34_1_JN173056,ARO:3002749
blaLEN7_1_AJ635425,ARO:3002457
aadA9_1_AJ420072,ARO:3002609
qnrB10_1_DQ631414,ARO:3002724
qnrB18_1_AM919399,ARO:3002733
blaLEN8_1_AJ635424,ARO:3002458
qnrB17_2_AM919398,ARO:3002732
